,Sentence_Uncivil,Sentence_Civil,Final_Similarity_Score
1000,"Neither did I, to be honest!","Ne tis did I, to be honest!",0.7435342669487
1001,Is 2.2.1 even available?,Is 2.2.1 even available?,1.0000001192092896
1002," just a security company that is trying to get their five minutes of fame. In the very same article they are even shilling their own security extension that in itself would have access to EVERYTHING on the page.  > Note that the enhanced spellcheck features are not the default setting, but once enabled will remain so until disabled. You can also install otto-js' free Chrome extensions to receive alerts when you are on a website that has the risk of data leaks caused by enhanced spellcheck.    This is a no",just a security company that is trying to get their five minutes of fame. In will be the very same article they are even shilling their own security extension that in itself would have access to hba on the pagej. > 04ote that the enhanced spell features are not the default by setting by year .,0.86467444896698
1003,"ation as described in Nejmeh's article, issue #146 is unrelated. Personally i think issue author is wrong in his thought that check should analyze code blocks and determine if there is an exit point. Issue  #616 (continue and break statements) is hard to solve because we have to store additional data about all loops we have entered (labeled break statements would be particulary hard), this is beyond stack calculator we have now.  Indeed the update is huge because i had to reclassify tokens according to th","ation as described in Nejmeh's article, issue #146 is unrelated. <ersonally i think issue author is wrong in his thought that check should analyze code blocks reclass and determine if there is an exitk point.Issue # 6 ( we need to be able to have to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to have an opportunity to",0.8589157462120056
1004,"Dude it's not hard. When you get the error, click the Share button. If you have the option, select Copy to clipboard / or / Open in Notes. So you can then select the text and copy it from there, open http Paste the copied text in ""**Paste the JSON bugreport here**"". Click _Transform_. And click Copy to clipboard. Then paste it here as a comment or edit your issue and paste the report there.  Or simply wait for #3579 to be merged and released :/","Dude it's not hard. When you get the error, click the Share button. If you have the option, select Copy to clipboard / or /  cameraspen in #otes select So to help you have the option, select password , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here , click here",0.8577361106872559
1005,"Cool, if you thought about all the things then OK. I don't have much skin in this particular game anyway, as I haven't used Box2d in the past decade or so.  > Assuming values in libGDX that should be provided by Box2D couples both libraries in a fragile way.  FWIW, we could set the defaults from Java rather than rely on whatever Box2d uses for defaults.  > If we return the Fixture's Filter instance to the user and modifies it, it is causing an inconsistency between internal/native Box2D and Java states.  ","Cool, if you thought about all the things then requisite. I don't have much skin in this particular game anyway, as I haven't used  sumasox2d in the past decade or so. > Assuming values in lib smud ....",0.8181232213973999
1006," not going to shorten my report, everything I wanted to say is there, and I wanted to convey how a basic user will try to interact with the app. It may not be funny to you, but being waken up at 3:30 am by calls from servers may not be funny neither, yet I laughed.  Damn Elon... 😆 Kudos to the Signal team. 🎉","we will not going to shorten my report, everything I wanted to say is there, and I wanted to convey how a basic user will try to interact with the app. It may not be wing to you, but being w sumas up at 3:30 am by calls from servers may not be insed ....",0.8929058313369751
1007,"Dude, Youtube has entire playlists to test AV1. Give me a second.","Dude,  camerasoutube has entire playlists to test minded1. Give me a second.",0.8586693406105042
1008,"itViewport as the viewport for a Stage, > > which I don't think would make sense. Maybe composition would have been a > > good fit (the manager having a viewport instance). > >  > > The biggest problem I see is the usage of FillViewport, or > > ScalingViewport(Scaling.None). Fixing this is not that easy and obvious > > if you need to do it yourself. (see here > > < > > http > >  > > ). > >  > > Agreed, a viewport that sizes itself larger than the screen size requires > > some additional code. Maybe viewpo","it questionediewport as the viewport for a S requisite, > which I don't think would make sense. Maybe composition would have been a > > good fit (the manager having a viewport instance unt > > > The biggest problem I would like to see if you want to see a new t viewt view to > view a better > view the > view the > view a better > view to > view to > view to > view the > view the > view the > view to view the > view the > view the > view the > view the > view the > view the > view the > view to view to view to view to view the > view the > view to view the > view the > view the > view the > view to view the > view the > view the > view the > view to view the > view the > view the > view the > view the > view the > view the > view a",0.8555019497871399
1009,oops,oops thanks for your help,0.6992263793945312
1010,It turned out that: - there is a lot of places using static-context logging - manual already mentions this problem  I limited work on this issue to: - switching static-context logging to node-based logging wherever possible - fixing logger static-context init section to invoke it as early as possible - fixing logger static-context init section to take custom factory under consideration (a bug before)  Recommendations: - User node-based logger wherever possible - Logger.getLogger() can be used in special c,tant turned out that: - there is a lot of places using 330-context logging - manual already mentions this problem I limited work on this issue to: - switching implementations-context logging to node-based logging wherever possible - fixing logger wizard-conancger -- please send us to me to me to the following information on the e - mail - mail - mail - mail - mail - mail - mail - mail - mail to you can be sure you can be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be able to be,0.8979479074478149
1011,"com/21303438/216601930-04566098-f15d-4be7-9b6e-d03ead7d675b.png""> <img width=""542"" alt=""image"" src=""https://user-images.githubusercontent.com/21303438/216601952-0423c8de-77cd-4ad2-856b-e16c0f5b8ef8.png"">  I am so depressed by this tool, waste toooooo much time on useless thing...  I","com/21303438/216601930-04566098-f15d-4be7-9b6e-d03 sumas7d42675b.png""> <img width",0.927367091178894
1012,"   @user -581,6 +583,18 @user >            } catch (IOException e) { >                if (logger.isWarnEnabled()) { >                    logger.warn(""Error while closing a pipe"", e); > -                } > -            } > -        } > -    } >   + > -    private void safeShutdownPipe(int pipe) { > -        if (pipe != -1) { > -            try { > -                Native.shutdown(pipe, true, true); > -            } catch (IOException e) { > -                if (logger.isWarnEnabled()) { > -               ","questioneduser -581,6 +583,18 mindeduser > } catch (",0.6095613241195679
1013,.framework/Resources Done. ```,thanks for your help . pivotalawork/Res sumas  camerasone. hba,0.4799661934375763
1014,ainConnection.lambda$openConnection$0(RemoteDomainConnection.java:211) [Host Controller]       at org.wildfly.common.context.Contextual.runExceptionAction(Contextual.java:108) [Host Controller]       at org.wildfly.security.auth.client.AuthenticationContext.run(AuthenticationContext.java:273) [Host Controller]       at org.jboss.as.host.controller.RemoteDomainConnection.openConnection(RemoteDomainConnection.java:211) [Host Controller]       at org.jboss.as.host.controller.RemoteDomainConnection$InitialCon,thanks for ainxt sumasion. raidersbda$open sumasion$0(Remote.13omainC mindedion.java:2:11) riceertingost Controllerli]emanc>ancildfly.commonoterollonconain airportsm.com hotel><p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.p.,0.7218250632286072
1015,"Nope. But if you have the ability to kidnap some unwary devs and threaten them into contributing, that works too.","Nope.  sumasut if you have the ability to kidnap some unwary devs and threaten them into contributing, that works too.",0.9930568337440491
1016,"I stumbled across this today, and am now also fighting jar hell in transient dependencies.  I get the sentiment re: jar hell, I really do, and I want to be on board. At the moment, I can't use elasticsearch with Apache Storm and Flux, because Flux has commons-cli as a dependency, and is ""overriding"" class behaviour with it's own jar hell a la @user  ``` Caused by: java.lang.IllegalStateException: jar hell! class: org.apache.commons.cli.AlreadySelectedException jar1: /Users/me/.m2/repository/org/apache/sto","I stipped across this today, and am now fighting jar hell in transient dependencies. I get the sentiment re: jar hell, classI really do, and I want to be on board. At the moment, I can't use elasticsearch available </p>t be on a://c.s.c.c.c.s.s.c.c.s.s.c.c.c.c.s.s.c.s.s.c.c.s.c.s.c.s.c.s.c.c.s.s.s.s.c.c.s.c.s.s.c.c.s.c.c.c.c.c.s.c.c.c.s.c.s.s.c.c.s.c.c.s.c.c.",0.8817588090896606
1017,"That's a pretty crap workaround.  However, I can't figure out how to reproduce this issue.  What I have done is put a more detailed exception into our dev branch:  106bae19eb031abc714543e62f813bfbec020fc4  Are you able to rebuild the source tree including this change and retry the query which is causing you problems?  I can also prepare an interim release if that would make it easier to run this.  We really should figure out what's causing the error...","T implementations's a pretty crap work raiders.  camerasowever, I can't figure out how to reproduce this issue. W minded I have done is put a more detailed idea into our dev branch: 106bae19eb33t want to make sure you can n't make sure you need to make it is able to make it is able to make it is able to make sure to make it is able to make sure to make it is able to make it is able to make it is able to make it to make it is ready to make it to make it is ready to make it to make it to make it to make it to make it to make it to make it to make it to make it to make it to make sure to make it to make it to make it to make sure to make it to make sure you can n't to make sure you can n't to make sure to make sure you",0.8174601793289185
1018,This has always driven me nuts too (in fact I was just ungluing myself from this very situation when your PR came in!). Will wait a while to see if JJ has any feedback but this LGTM.,This has always driven me lump too (in fact I was just ungl strateg myself from this very situation when your  cameras came in!). Will wait a while to see if ipped has any feedback but this tis.,0.9270439147949219
1019,"Idk what the status of that older LTS is, someone from the bazel team will have to chime in on if there will be another one there","Idk what the status of that older requisite is, someone from the bazel team will have to chime in on if there will be another one there",0.9719492197036743
1020,"x any bugs, and therefore I don't see any reason for it to be a blocker for beta1. The referenced bug in this issue has nothing to do with the sole existence of `SpawnModules` class. It's an implementation bug that can be implemented with or without this class (if you load classes by names from settings, you're bound to hit it, regardless of where you do it)","x any bugs, and therefore I don't see any reason for it to be a blocker for beta1. The referenced bug in this issue has nothing to do with the sole existence of mindedpawnodille` class. I's an implementation that can be implemented as soon as possible .",0.9260332584381104
1021,"clang-tidy review says ""All clean, LGTM! :+1:""","clang-t chap review says ""All clean, minded! :+1:""",0.9664565920829773
1022,It just went crazy on me with multiples...,It just wenterting on me with multiples kl,0.84963458776474
1023," take the AP(.tar) out of a compressed archive (usually) 2. Extract it (tar -xvz AP.tar system.img.lz4 && lz4 -d system.img.lz4 && simg2img system.img out.img) 3. Mount the shit: mkdir tmpfs; mount -o loop out.img tmpfs; (now you see a mointpoint in that directory - therefore it should be empty) 4. Now grab the APK cd tmpfs && cp system/priv-app/DocumentsUIGoogle/DocumentsUIGoogle.apk <<Destination?>> 5. Download it to your phone (how you do that is your choice... I've used ncat on the phone, which seems ","take the A )(.tar) out of a sumas update archive (usually) 2. Extract it (tar ret -x sumasvz A your e.tar system.img.l directory && lim4 -d system.g.tp.t.t.t.com , e&t , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e - mail , e",0.8440227508544922
1024," noted above).  As an example of a successful use of Discourse as a community forum alongside the issue development tracker, see http which uses Github login details but there are other options. Instead of having multiple mailing lists and all that permissions situation, you could consolidate the place where people come to talk about BBB.  :+1:","noted above). As an example of a successful use of Discourse as a community forum alongside the issue development tracker, see http which uses Github login details but there are other options. Instead of having multiple lists and all assistance that perm situation .",0.956895112991333
1025,I sent you mail.,I sent you mail.,1.0
1026,"> I've tried a similar scenario and the problems seems to lie with Bisq.  Yes, this seems to be the case, as the transfer went fine.   Feedback from this experience indicate the following:  - there is no need to specify receiver's city, just country - there should be no need to specify currency in the payment account, since the whole point of Western Union is to work internationally regardless of currency   - exception: countries with currencies in which Western Union has no presence in (a list should be ","> I've tried to send a similar scenario and the problems seems to lie with  sumasisq. Yes, this seems to be the case, as the transfer went fine. F requisiteback from this experience indicate the following: - there is no need to specify y's new york city, exception may be available .",0.8296734690666199
1027,OMG! Thank you!!! :),questioned! Thank you!!! :),0.9101355075836182
1028,"Ok, I was able to reproduce. After a shitload of work I could get it to the following bare minimum: It happens for me like 80% of the times.  Mac OS X latest Processing 3.b5  ``` java import java.awt.*;  public void settings() {   size(512, 512, P3D); }  public void setup() {   registerMethod(""pre"", this); }  public void pre() {   Point mouse = MouseInfo.getPointerInfo().getLocation(); }  ```","camerask, I was able to reproduce.After click on a shitload of work I could get it to the following 330 minimum: javat register for me like 80% of the times. Mac # latest # latest <rocessing 3.enron # * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",0.84183269739151
1029,"@user and some of the others did you try listening to the company? I think the option offered in the latest post by @user (sql console) is what you asked for, an editor without the option to save it. If you try giving your feedback to that, the next step might be to make that option more prominent.  I'm just a happy user, but I still find your rants a bit over the edge considering how much dbeaver developers actually listen to their users, I've never seen a product growing features so quickly, mostly by u","requisiteuser and some of the others did you try listening to the company? I think the option offered in the latest post by mindeduser (sql console) is what you asked for, happ an editor without the option to save it. If you try giving your voice mail to send you a little feedback to a little more information on a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to me a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a lot to a",0.8787758946418762
1030,"> Can we remove the variants of error, warn, hell maybe all logger methods that dont take throwable?  OK I'm gonna give this a shot ...","> Can we remove the variants of error, warn, hell maybe all logger methods that dont take throwable? app I'm gonna give this a shot ...",0.9862006902694702
1031,mark.fatJar142             avgt   10  18.972 ± 0.264   s/op MinimalBenchmark.explodedJarMain            avgt   10   1.984 ± 0.098   s/op MinimalBenchmark.fatJar                     avgt   10  11.982 ± 0.471   s/op PetclinicBenchmark.devtoolsRestart          avgt   10   1.605 ± 0.193   s/op PetclinicBenchmark.explodedJarMain          avgt   10   5.791 ± 0.460   s/op PetclinicBenchmark.fatJar                   avgt   10  36.068 ± 0.585   s/op PetclinicBenchmark.noverify                 avgt   10  31.803 ± 0,mark.fat tisar142 avgt 10 18.972 elect 0.26464 s/opMinimalertingenchmark. camerasloded marriott httparM avclgt 10 1.984 < 0.098 s/op Minalinalchmark http://www.com < http://www < http://* * * * * * * * * * * * * * * * * * * * < http://* * * * * * * * * * * * * * * < http://* * < http://* * * * * * * * < http://* * * * * * * * * * * * *,0.7402153611183167
1032,"ting me here, the technicals are cleqr and that is what we must do. You cant not have authentication and support features like this too without serious work. Browser companies and shockwave and java applets and all of it tell how that story goes. It never works out.   Im not concerned about the end user experience whatsoever here. The situation is dire and the only alternative i see to painless is removing this scripting stuff completely.","ting me here, work on the technicals are cleqr and that is what we must do. You cant may not have tk cameras and support features like this too without serious work.  sumasrowser companies and shockwave and java app cameras and all of it tell how that story goes.< I experience and experience .",0.7570908665657043
1033,ncrease awareness of your product and improve your SEO.  see http  Than could make bisq grow.,ncrease awareness of your product and improve your requisite. see http Than could makeertingq grow.,0.9445806741714478
1034,"Okay, I can use DefaultHttpResponse if I don't have the bytes already, and use DefaultFullHttpResponse if I do and that _almost_ works, BUT...  Line 135 of HttpResponseEncoder then breaks things by   ``` res.headers().set(Names.TRANSFER_ENCODING, Values.CHUNKED); ```  so when I write a ByteBuf, not an HttpContent, to the channel, it throws an exception.  Is there a reason it should not be possible to stream ByteBufs, only writing the next one when the last one is sent, _without_ using chunked encoding?  I","camerasplay, I can use  camerasef cameras questionedplayRes kilse if I don't have the following up bytes already, and use rongeferting implementationsull cameras pivotalheadRes kilse if I do and you can write _almost_sm to help us make sure you can n't do n't know the n't do n't do n't do n't do n't do n't know the n't know the n't know the n't have the n't do n't think it would n't have the n't have the n't have the n't do n't think it would n't think it would n't do n't do n't have the n't do n't have the n't have the n't think it would n't do n't have the",0.7171671986579895
1035,"But that is silly. That means someone is starting bin/elasticsearch, but trying to point it at a home installation for _another_ home, that would have a different bin/elasticsearch? We should just not allow this craziness!","sumasut that is silly. Tplay means someone is starting bin/elasticsearch, but trying to point it at a home installation for _another_ home, that would have a different bin/elasticsearch? We should just not allow this craziness!",0.9936915636062622
1036,Lovely rant but you didn't answer my question.,tisovely rant but you didn't answer my question.,0.9646607041358948
1037,> and where tf do we find that ? >  > root@bbb-upfuckedserver ➜ ~ bbb bbb-apps-akka bbb-conf bbb-fsesl-akka bbb-record  Here you go :  /usr/share/meteor/bundle/programs/server/assets/app/config/settings.yml,> thanks and where tf do we find that ? > > pivotalbbbb--upfuckedserver minded ~ bbbapp-apps-akka bbb-conf bbb-f 330-f-akka bbb-record  camerasere will help you go : /proust/mt/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or/or,0.7551695704460144
1038,"not a fan of the solution, but I tried several times in different contexts to get this to work ""right"" and it just never fuckin' did. let's go with this.","not a fan of the solution, but I tried several times in different contexts to get this to work "" tis"" and it just never fuckin' did. let's go with this.",0.9950152635574341
1039,FUCK YEAH! this is awesome! thanks so much! I didn't review every detail since it's just structural so LGTM,questioned ipped! this is awesome! tis so much! I didn't review every detail since it's just structural so ipped,0.9444096088409424
1040,"e World.contactFilter and use preallocated Fixture instance instead. Don't get your hopes up high though i don't think we'll get any significant boost out of either modification.  Btw, want to get on the team and become the performance master? :)","e World.contact pivotalilter and use pre sumasated Fixture instance instead. Don't get your hopes up high though i don't think we'll get any significant boost out of either modification.  sumastw, want to get on the master team .",0.9759236574172974
1041,"After messing with travis a lot more lately, I am inclined to close this PR.","After messing with travis a lot more lately, I am inclined to close this  pivotal.",0.961717426776886
1042, I also don't see the value in the change made to register converters exclusively instead of all (`if-else`). The converters are tried in order and it seems perfectly reasonable to have multiple that can handle same content and the first one wins. That's the whole point of having a chain of converters. I love Spring but the changes made to `AllEncompassingFormHttpMessageConverter` in 4.2.0.RELEASE don't seem to be well thought out.,I also don't see the value in the change made to register converterserting instead of all (`if-else`). The chain converters are tried in order and it seems perfectly reasonable to have multiple changes that can handle same content and the first one wins. Trel,0.9290755987167358
1043,"Never mind guys, my dumb a** mind was sending a GET instead of a POST with python requests library... :o) so yes, the format is still the same. Again don't forget the ""Bearer"" and the Token","Never mind guys, my dumb a strateg mind was sending a minded instead of a t lump with python requests library kl :o) so yes, the format is still the same. A retailer don't forget the "" sumase pivotal"" and the Token",0.9619554877281189
1044,"@user thank you for your further testing!  > Okay, I understand that this issue really isn't the focus of this PR but I want to explain why I think this dialogue is confusing in this situation:  The app just tries to minimize the player to popup whenever it loses focus, since that's the default setting. You can change this in `Settings -> Video & Audio -> Minimize on app switch`  > NewPipe will now claim ""A downloaded file with this name already exists"" even after it was deleted.  Oh, this is a nasty issu","questioneduser thank you for your further testing! >  camerasplay, I understand that this issue really isn't work on the focus of this  sumas but I want to explain why I think this dialogue is confusing in this situation: The app just deleted to minimize it to help us in the long - term basis - forward - it is n't't - it is n't't - it is n't sure that it is n't sure that it is n't do it is n't better - it is n't good - it is n't it is n't good - it is n't good - it is n't it is n't better - it is n't better - it is n't better - it is n't better - we need to do it is n't better - it is n't better - it is n't better -",0.8829646110534668
1045,"Yes, good point, you're right. I underestimated this issue. But I still think, that recalculating the mean on every `getMean()` is a bit too heavy (espescially with a larger window size) for a little helper class. I could imagine two changes, which would prevent the mean from  drifting away. A little bit ugly: don't save the raw values in the array but `value / values.length`. You still have a little inaccuracy when you want to get a certain value (`values[i] * values.length`), but this error is not accum","camerases, good point, to help you're right. I underestimated this issue.  sumasut I still think, that recalculating the mean on every `getMean( pivotal` is a bit too heavyerpesisen with a larger window size mean for a little difficult to learn for a little `",0.9119455218315125
1046,"The main problems with .NET serverside running on Mono are: - slow slow cross-AppDomain calls  - crappy implementation of ASP.NET stack.  It has several bottlenecks and non-optimal code. There is http that has some workarounds, but its still slow. - non-optimal System.Net.Sockets (it follows Windows model that is designed for IOCP with thread pool waiting for events, while for Linux it's better to have several worker threads using epoll and handle events in the same thread that got it from the kernel)  Wh",The main problems with the project . requisite serverside running on Mono are: - slow cross-App camerasomain calls - crappy implementation of minded to help the u. minded stack. It has several bottlenecks and non-optimal code. T is n't available .,0.887090265750885
1047,"Closing this because it's a duplicate of #1601 and #2872 and this workaround seems to at least get something to compile as expected. I updated the repo with a `workaround.sh` to use @user `goog.define` method and produce meaningful output, old test moved to `./test.sh`. As others in the original issue said, `@define` and `-D` flags are good to be properly global and overwrite wherever, as the largest use case is likely just for `PRODUCTION` or `RELEASE` flags.  For now, replacing a compiler call like `goo",Closing this because it's a duplicate of #1601 and #2872 and this work raiders seems to be looking at least get something to compile as expected. I updated the hba with a `work warren.sh` to use #useruser `t would like to work .,0.9130735397338867
1048,"Modifying a stack pipeline is possible but is nasty, [as you can see here](https://gist.github.com/webmat/54a3cfb6a59d1fb512591b110be50491) (scroll to ""Ingest Node Pipeline"").","Modifying a stack pipeline is possible but is n cameras, to see ...as you can see here](h camerass://gist.github.com/ opportunitesmat/54a3cfb6a59d1362591b110be50491)ia .",0.7794457674026489
1049,"Yeah, sorry guys,  I am just going to close this PR since @user already commit things I wanted to do (damn you David =P)","cameraseah, sorry guys, I am just going to close this  sumas since /23user already commit things I wanted to do ( questionedn you David minded .)",0.9339255690574646
1050,@user there is some rubbish included in the commit (`performance-client-0-1458240759009-000.log`),questioneduser there is some rubbish included in the commit (` 330ance-client-0-1458240759009-000.log`),0.951581597328186
1051,"Yes, this is something really annoying","camerases, this is something really great annoying",0.8346565961837769
1052,yes it is misleading,yes it is misleading thanks,0.9596311450004578
1053,"It's Hasklug Nerd Font Mono, which renders all chars fine in other text editors. :)","It's  camerasasklug Nerd Font Mono, which renders all chars fine in other text editors. :)",0.9559013247489929
1054,"@user That's too bad. You've been developing the player for so many years, and it still doesn't play mp4. This is ridiculous!","questioneduser T implementations's too bad.  camerasou've been developing the player for so many years, and it still doesn't play mp4. This is ridicipped!",0.961148738861084
1055,"> If you want to see videos you like, why not check your subscription feed for that? The very definition of ""trending"" videos is videos that are a big hit, so what's the point in changing them?  <strike>Unfortunately, as far as I can tell, you can't open NewPipe without having to see the dumpster fire of stupid nonsense that is what's usually trending on you tube. </strike> Nevermind. I dug deeper in settings and learned I can change this, and make something else the first tab and thus what appears first ","> If you want to see lump you like, why you can not check your subscription feed for that? The very definition of ""trending"" videos iscom that are a big hit, so settings's the point in changing them? < householdike> camerasnfers can n't help you do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't",0.8672947287559509
1056,"m outside of the constructors class.  it is very weird ... referenced line numbers are derected to empty lines and ""}"".   > IndentationCheckTest.java : Avoid instantiation through private constructors from outside of the constructors class.  please make c-tor `private IndentAudit(IndentComment... comments) {` as public.  > BlockCommentPositionTest.java:  Avoid instantiation through private constructors from outside of the constructors class. GeneratedJavaTokenTypesTest.java: .....  sources are not existin","m outside of the constructors class. it is very important to make sure weird ... referenced line numbers are strategcted to opportunites lines and ""}"". > IndentationCckTest.comava : Av gaming instantiation through private constructors from outside of the constructors from outside assistance of the cest class , please let me know , if you 's know , please let me know , please let me know , please let me know , please let me know as soon as soon as we 's know , if you 's know , if you 's know , please let me know , we 's know , please let me know , please let me know , please let me know , please let me know , please let me know , if you 's know , please let me know , if you 's know , if you 's know , please let me know , please let me know , please let me know , please let me",0.7323951721191406
1057,"ission, let me move it, and then take that permission away again?  > @user can you confirm that you have DNS control over checkstyle.org ?  AFAIK you would [have to do both this](https://help.github.com/articles/setting-up-an-apex-domain/) and [then this DNS config](https://help.github.com/articles/setting-up-a-www-subdomain/). I'm happy to help out with that, if you like.  The goal is to see if we will see [this test index.html](https://github.com/vorburger/checkstyle.github.io/blob/master/index.html) on","hope it ission, let me move it, and then you can take that permission away again? > mindeduser can you confirm that you have minded control over checkst cameras.org ? minded you would like to nipped to do both this](h camerass://dlep.github.com like n://ri.com/or .",0.8356624841690063
1058,Somewhat embarrassing.,Some/23 embarrassing.,0.8578546643257141
1059,"I labeled this discuss rather than review because it screws with error messages a bit too much. I can fix that if it integrate it more tightly into ObjectParser - either by hacking ObjectParser to expose something funky for ObjectSpooler, or, probably better, by extracting 90% of ObjectParser into an abstract base class and making ObjectSpooler inherit from that. In fact, I might just do that right now and see.",I labeled this discuss rather than review because it implementationsws with error messages may be a bit too much. I can fix that if it integrate it more tightly into  camerasbject arser - either by hacking  camerasbjecttarser to expose something fun for making future .,0.8270465135574341
1060,rror (avoids any ambiguity by forcing users to declare logic more explicitly),rror (avftys any ambiguity by lump users to declare logic more explicitly),0.8830424547195435
1061,"rike, because they are ahead of a China and big pharmaceutical company led panel throwing out limited recommendations that fall short of solving human health problems.  It shows a total ignorance of Scientific history.","rike, because they are ahead of a China and big pharmaceutical company led panel throwing out limited recommendations that fall short of solving human health problems. It shows a total ignorance of Scientific history.",1.0000001192092896
1062,"ies go are balking at a change that will literally not affect them? This is a ridiculous stance.  > It's also going to be a pain to cherry-pick changes to 2.x  2.x is dead, or rather it will be very soon. I didn't say we need to do this tomorrow. But certainly doing it before 5.x will produce the least amount of pain.","ies go ahead we are balking at a change that will literally not affect them? This is a ridic wing stance. > It's also going to be a pain to cherry-pick changes to 2.x 2.x is soon, or we will produce it soon .",0.9112593531608582
1063,"_From alex.mur...@gmail.com on April 29, 2012 05:24:50_ Oh.. how I could be such a noob.. I remember checking everything several times.. Anyway, thanks for dissolving the issue!!!","_From alex.mur kl lumpgmail.com on April 29, 2012 05:24:50_  camerash.. how I could be such a noob.. I remember checking everything several times.. Anyway,pf for dissolving the!",0.9366965889930725
1064,It's a shame dbeaver can't inject a function output into a field value like other editors.,It's a shame dbeaver can't inject a function output into a field value like other editors.,1.0000001192092896
1065,"I see this locally due to a very unusual build output directory structure.  I am addressing it by adding  ``` android {   defaultConfig {       // Used by Robolectric based tests; see TestRunner.       buildConfigField 'String', 'BUILD_DIR', ""\""${project.buildDir}\""""   } } ```  and then using a custom test runner, based on http that references said field.  This pollutes the `BuildConfig` class with a build-machine specific path, which sucks, but it's a small pain for a nice gain.  It's not clear to me tha",I see this locally due to a very unusual build output directory structure. I am addressing it by adding ipped android { defaultConfig { // mindedagh by Ro gainric based tests you can gain tests based tests see Tunner. buildCpth>th by R't't't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't do n't,0.916657030582428
1066,"> I will test tomorrow with other devices to rule out the crappiness factors of my Huawei device.  Testing a call between iPhone 4S, iOS 9.1, Signal 2.1.3 and Nexus 4, stock 5.1.1, Signal 3.1.1: - there's also the issue with continuous sounds stopping intermittently (but now I'm convinced it has more to do with echo cancellation or the codec) - call quality is otherwise quite ok  Conclusion: The commit did have a noticeable negative effect on call quality on my Huawei device. But hopefully it's just isola","> I will test tomorrow with other devices to rule out the crappiness factors of my  camerasuawe device. Testing a call between i 'hone 4 S, i fre 9.1, Signal 2.1.3 and Nexus 4, stock papers could n't be sure it is n't it is n't , it is n't it is n't it is n't it is n't , but it is n't , but it is n't , but it is n't it is n't , but it is n't , but it 's a effect , but it is n't , but it is n't , but it is n't , but it is n't , but it is n't , but it is n't happen , but it is n't be a effect , but it is n't , but it",0.8630800247192383
